City_ID,City,Country,Max Temp,Weather Description,Lat,Lng,Hotel Name
594,College,US,65.07,broken clouds,64.8569,-147.8028,Pike's Waterfront Lodge
595,Tateyama,JP,74.1,moderate rain,34.9833,139.8667,Tateyama Seaside Hotel
596,Corinto,GR,83.89,clear sky,37.9407,22.9573,Ephira Hotel
598,Shaowu,CN,78.89,overcast clouds,27.3409,117.4831,Yijie Express Hotel
599,Greece,US,85.87,scattered clouds,43.2098,-77.6931,"Homewood Suites by Hilton Rochester/Greece, NY"
600,Turayf,SA,89.85,clear sky,31.6725,38.6637,Turaif
601,Santa Isabel Do Rio Negro,BR,83.55,overcast clouds,-0.4139,-65.0192,Hotel GSA
602,Acari,PE,69.12,broken clouds,-15.4311,-74.6158,HOSPEDAJE XIMENA
604,Barcelos,PT,84.92,scattered clouds,41.5388,-8.6151,Hotel Restaurante Bagoeira
606,Pemba,MZ,75.9,few clouds,-12.974,40.5178,Guesthouse Samotina
608,Merauke,ID,74.17,overcast clouds,-8.4667,140.3333,
609,Matagami,CA,77.11,clear sky,49.7502,-77.6328,Motel Le Caribou
612,Souillac,MU,70.18,light rain,-20.5167,57.5167,Shanti Maurice Resort & Spa
614,Itoman,JP,83.17,mist,26.1247,127.6694,Southern Beach Hotel & Resort Okinawa
616,Paracuru,BR,81.1,overcast clouds,-3.41,-39.0306,Hotel Vento Brasil
617,Vila,PT,79.7,scattered clouds,42.0304,-8.1588,Hotel Castrum Villae by Walk Hotels
619,Camabatela,AO,66.65,clear sky,-8.1881,15.375,Comércio e Prestação de Serviços
620,Nabire,ID,75.51,moderate rain,-3.3667,135.4833,Hotel Nusantara I
622,Mogadishu,SO,76.69,overcast clouds,2.0371,45.3438,Hotel Juba
623,Sayat,TM,85.87,clear sky,38.7839,63.8803,
626,Aktau,KZ,82.98,clear sky,43.65,51.2,Silk Way Hotel
627,Manta,EC,78.58,broken clouds,-0.95,-80.7333,Balandra Hotel
628,Carcavelos,PT,83.44,clear sky,38.6911,-9.3222,Riviera Hotel
629,Rantepao,ID,66.24,overcast clouds,-2.9701,119.8978,Hotel Luta Resort
630,Sinnamary,GF,80.13,overcast clouds,5.3833,-52.95,ALETHEIA Appartement Sinnamary
631,Tarsus,TR,82.78,clear sky,36.9188,34.8784,Osmanli Marco Pasha Hotel
635,Nioro,GM,88.7,light rain,13.35,-15.75,
637,Sakaiminato,JP,73.38,few clouds,35.55,133.2333,Italian pasley
639,Abnub,EG,89.82,clear sky,27.2696,31.1511,دوار ال عبد الجواد شرق البلد بابنوب
642,Lao Cai,VN,78.94,scattered clouds,22.4833,103.95,Legend Hotel
643,El Higo,MX,88.56,broken clouds,21.7667,-98.4667,La casa de Big Brother
644,Hanumangarh,IN,87.75,broken clouds,29.5833,74.3167,SPOT ON 66636 Cps Resorts
645,Tomatlan,MX,87.19,overcast clouds,19.9333,-105.25,El Salvial
646,Nouadhibou,MR,71.58,broken clouds,20.931,-17.0347,El Medina
648,Kikwit,CD,81.81,scattered clouds,-5.041,18.8162,HOTEL PLACE YALABA
651,Villefranche-Sur-Saone,FR,84.22,scattered clouds,45.9833,4.7167,Hôtel Restaurant Campanile Villefranche-sur-Saône
652,Chapleau,CA,69.89,overcast clouds,47.8405,-83.4034,Nemegosenda Lake Lodge
653,La Rioja,ES,89.38,clear sky,42.25,-2.5,Casa Concejos
654,Miraflores,MX,69.03,overcast clouds,19.2167,-98.8083,Hotel Mansión
655,Carutapera,BR,82.29,overcast clouds,-1.195,-46.02,Lidera
656,Pamanukan,ID,75.79,overcast clouds,-6.2842,107.8106,Paris Day Hotel Pamanukan
659,Bonthe,SL,77.43,overcast clouds,7.5264,-12.505,Bonthe Holiday Village
660,Tiarei,PF,77.02,light rain,-17.5333,-149.3333,Le Rocher de Tahiti
661,Aksu,CN,72.46,broken clouds,41.1231,80.2644,Pudong Holiday Hotel
662,Gumdag,TM,83.68,clear sky,39.2061,54.5906,
663,Wenling,CN,80.71,overcast clouds,28.3669,121.36,Hanting Express Wenling Wanchang North Road
664,Yarada,IN,80.92,light rain,17.65,83.2667,Yarada Jungle Beach Resorts
666,Lasa,IT,77.88,few clouds,46.6166,10.7002,Pension Feldgärtenhof
667,Talas,TR,68.67,clear sky,38.6908,35.5538,Fimaj Residence
668,Grand Gaube,MU,70.2,moderate rain,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
670,Chapada Dos Guimaraes,BR,87.46,few clouds,-15.4606,-55.7497,Pousada Morro Dos Ventos
671,Eirunepe,BR,84.65,overcast clouds,-6.6603,-69.8736,Hotel novo Acre & Comercial Aguiar
672,Port Hawkesbury,CA,72.91,scattered clouds,45.6169,-61.3485,MacKenzie House Tourist Home B&B
673,Ternate,ID,76.39,overcast clouds,0.8,127.4,Sahid Bela Ternate Hotel
674,Port-Gentil,GA,75.16,broken clouds,-0.7193,8.7815,Fengshui Residence
675,Vao,NC,69.22,clear sky,-22.6667,167.4833,Hotel Kou-Bugny
676,Shelburne,CA,77.9,overcast clouds,44.0787,-80.2041,The Retreat at the Farm
677,Merrill,US,69.57,overcast clouds,45.1805,-89.6835,Prairie Motel
678,Tual,ID,79.2,broken clouds,-5.6667,132.75,Grand Vilia Hotel
679,Abramovka,RU,65.91,clear sky,51.1886,41.0202,
681,Benghazi,LY,78.15,clear sky,32.1167,20.0667,Tibesti Hotel
682,Kijang,KR,76.73,clear sky,35.2442,129.2139,Samyang Beach Villa
686,Callaway,US,84.94,broken clouds,30.153,-85.5699,"Holiday Inn Express & Suites Panama City-Tyndall, an IHG Hotel"
687,Santa Maria,BR,65.5,broken clouds,-29.6842,-53.8069,Hotel Morotin
